"Station","ObsTime","Rent","Temperature","Precp","MinDisMRT","NumMRT","Chengong Public Housing","Dunhua & Keelung Intersection","JianGuo & Heping Intersection","Jinshan & Aiguo Intersection","Keelung & Changxing Intersection","LiuGong Park","Longmen Square","MRT Daan Park Sta.","MRT Daan Sta.","MRT Dongmen Sta. (Exit 4)","MRT Gongguan Sta.(Exit 2)","MRT Linguang Sta. (Exit 2)","MRT Liuzhangli Sta.","MRT S.Y.S Memorial Hall Stataion(Exit 2.)","MRT Taipower Building Sta. (Exit 2)","MRT Technology Bldg. Sta.","MRT Xinyi Anhe Sta.","MRT Zhongxiao Fuxing Sta.(Exit 2)","MRT Zhongxiao Xinsheng Sta.(Exit 3)","N.T.U.S.T","NTNU Library","NTU Information Bldg.","Renai & Yanji Intersection","Roosevelt & Xinsheng S. Intersection","Taipei City Hospital Renai Branch","Taipei Public Library","Wolong & Leye Intersection","Xinhai & Xinsheng Intersection","Xinsheng & Heping Intersection","Xinyi & Dunhua Intersection","Xinyi & Jianguo Intersection","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 11",0,6.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 12",0,5.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 13",0,5.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 14",0,4.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 15",0,5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 16",0,5.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 17",0,5.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 18",0,5.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 19",0,5.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 20",0,6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 21",0,6.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 22",0,6.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/24 23",0,6.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 00",0,5.9,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 01",0,5.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 02",0,5.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 03",0,5.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 04",0,5.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 05",0,5.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 06",0,5.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 07",0,6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 08",0,6.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 09",0,7.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 10",0,7.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 11",0,8.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 12",0,8.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 13",0,8.9,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 14",0,8.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 15",0,9.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 16",0,9.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 17",0,9.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 18",0,9.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 19",0,9.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 20",0,9.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 21",0,9.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 22",0,9.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/25 23",0,9.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 00",0,8.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 01",0,9,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 02",0,9.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 03",0,9.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 04",0,10.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 05",0,11.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 06",0,11.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 07",0,12.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 08",0,14.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 09",0,16.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 10",0,17.9,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 11",0,18.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 12",0,17.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 13",0,19.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 14",0,19.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 15",0,18.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 16",0,17.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 17",0,16.9,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 18",0,16.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 19",0,16.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 20",0,16.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 21",0,15.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 22",0,16.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/26 23",0,16.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 00",0,16.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 01",0,15.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 02",0,14.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 03",0,14.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 04",0,14.4,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 05",0,15.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 06",0,16.7,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 07",0,17.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 08",0,17,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 09",0,17.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 10",0,19.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 11",0,20.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 12",0,23,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 13",0,23.2,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 14",0,22.6,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 15",0,22.3,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 16",0,21.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 17",0,20,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 18",1,19.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 19",0,18.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 20",0,18.1,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 21",0,17.5,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MRT Zhongxiao Fuxing Sta.(Exit 2)","2016/01/27 22",0,17.8,0,700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
